location,total_sqft,bath,balcony,price,bedrooms,bed_per_bath,sqft_per_bath
Ananth Nagar,1000.0,2.0,1.0,29.7,2,1.0,500.0
KR Puram,2500.0,6.0,3.0,58.0,6,1.0,416.6666666666667
Kengeri Satellite Town,2480.0,2.0,1.0,160.0,2,1.0,1240.0
Kalyan nagar,1086.0,2.0,2.0,44.5,2,1.0,543.0
Kengeri,416.0,1.0,1.0,18.0,1,1.0,416.0
Hennur Road,1066.0,2.0,1.0,52.23,2,1.0,533.0
OMBR Layout,1730.0,3.0,1.0,93.0,3,1.0,576.6666666666666
Balagere,1205.0,2.0,1.0,63.86,2,1.0,602.5
Marathahalli,2500.0,5.0,2.0,175.0,4,0.8,500.0
Subramanyapura,960.0,2.0,1.0,55.0,2,1.0,480.0
Haralur Road,1510.0,3.0,2.0,83.05,3,1.0,503.3333333333333
other,1600.0,4.0,2.0,90.0,4,1.0,400.0
Old Madras Road,2300.0,3.0,2.0,142.0,3,1.0,766.6666666666666
other,1000.0,2.0,1.0,63.0,2,1.0,500.0
Poorna Pragna Layout,1160.0,2.0,1.0,46.39,2,1.0,580.0
Hormavu,1553.0,2.0,2.0,58.23,3,1.5,776.5
Seegehalli,1134.0,2.0,2.0,45.0,2,1.0,567.0
Horamavu Agara,2400.0,3.0,3.0,80.0,5,1.6666666666666667,800.0
Whitefield,2400.0,4.0,1.0,143.0,4,1.0,600.0
other,1350.0,2.0,2.0,65.0,2,1.0,675.0
Sarjapur,1032.0,2.0,1.0,42.0,2,1.0,516.0
other,1998.0,3.0,2.0,117.0,3,1.0,666.0
Murugeshpalya,1225.0,2.0,2.0,48.0,2,1.0,612.5
Sarjapur  Road,1262.0,2.0,2.0,67.0,2,1.0,631.0
Badavala Nagar,1842.0,3.0,2.0,115.0,3,1.0,614.0
Kothannur,1070.0,2.0,2.0,38.6,2,1.0,535.0
other,950.0,2.0,1.0,33.0,2,1.0,475.0
Balagere,1012.0,2.0,1.0,53.58,2,1.0,506.0
TC Palaya,1000.0,2.0,0.0,70.0,2,1.0,500.0
Kadugodi,1394.0,2.0,2.0,56.0,2,1.0,697.0
Amruthahalli,1450.0,2.0,1.0,85.0,3,1.5,725.0
Banaswadi,527.0,1.0,0.0,35.0,1,1.0,527.0
Sarjapur  Road,1693.0,3.0,2.0,125.0,3,1.0,564.3333333333334
Thigalarapalya,3122.0,6.0,2.0,235.0,4,0.6666666666666666,520.3333333333334
Horamavu Agara,1000.0,2.0,1.0,46.0,2,1.0,500.0
Kogilu,952.0,2.0,2.0,49.0,2,1.0,476.0
Kengeri,1200.0,1.0,1.0,14.0,1,1.0,1200.0
Mysore Road,1410.0,2.0,2.0,64.0,3,1.5,705.0
Hebbal Kempapura,1400.0,2.0,2.0,108.0,2,1.0,700.0
Sarjapur  Road,1826.0,3.0,2.0,125.0,3,1.0,608.6666666666666
Hosur Road,1689.0,3.0,2.0,103.0,3,1.0,563.0
Bisuvanahalli,1075.0,2.0,1.0,31.0,3,1.5,537.5
Hennur,960.0,2.0,1.0,48.0,2,1.0,480.0
Channasandra,808.0,2.0,1.0,40.0,2,1.0,404.0
Kodichikkanahalli,907.0,2.0,2.0,38.5,2,1.0,453.5
Uttarahalli,1300.0,2.0,2.0,55.0,2,1.0,650.0
other,1804.0,3.0,2.0,150.0,3,1.0,601.3333333333334
other,1350.0,3.0,2.0,81.0,3,1.0,450.0
Whitefield,1836.0,3.0,2.0,125.0,3,1.0,612.0
other,826.0,2.0,2.0,36.0,2,1.0,413.0
Hormavu,1200.0,2.0,3.0,68.0,2,1.0,600.0
other,3000.0,3.0,3.0,300.0,4,1.3333333333333333,1000.0
BTM 2nd Stage,965.0,2.0,2.0,56.0,2,1.0,482.5
Kothannur,2000.0,4.0,2.0,95.0,4,1.0,500.0
Bhoganhalli,1395.0,2.0,2.0,70.0,3,1.5,697.5
Sarjapur  Road,1660.0,3.0,2.0,116.0,3,1.0,553.3333333333334
other,935.0,2.0,2.0,35.0,2,1.0,467.5
other,1180.0,2.0,1.0,39.0,2,1.0,590.0
Electronic City,1090.0,2.0,1.0,31.48,2,1.0,545.0
Kanakpura Road,1204.0,2.0,1.0,82.0,2,1.0,602.0
Thigalarapalya,2072.0,4.0,2.0,153.0,3,0.75,518.0
Haralur Road,1056.0,2.0,1.0,65.0,2,1.0,528.0
Hebbal,985.0,2.0,2.0,62.0,2,1.0,492.5
Banashankari Stage V,1315.0,2.0,2.0,49.0,3,1.5,657.5
KR Puram,734.0,2.0,1.0,22.0,2,1.0,367.0
other,2900.0,4.0,2.0,200.0,4,1.0,725.0
Yelahanka,2317.0,4.0,3.0,140.0,3,0.75,579.25
Singasandra,600.0,1.0,0.0,45.0,1,1.0,600.0
other,2200.0,3.0,0.0,115.0,4,1.3333333333333333,733.3333333333334
Attibele,656.0,2.0,1.0,25.0,2,1.0,328.0
Attibele,400.0,1.0,1.0,11.5,1,1.0,400.0
Yeshwanthpur,666.0,1.0,1.0,36.8,1,1.0,666.0
7th Phase JP Nagar,1174.0,2.0,1.0,47.0,2,1.0,587.0
Budigere,1153.0,2.0,2.0,56.7,2,1.0,576.5
Narayanapura,2400.0,5.0,2.0,85.0,5,1.0,480.0
Marathahalli,957.0,2.0,1.0,47.0,2,1.0,478.5
Sarjapur  Road,1060.0,2.0,1.0,50.0,2,1.0,530.0
Banashankari,1000.0,2.0,1.0,50.0,2,1.0,500.0
Kanakpura Road,1843.0,3.0,2.0,88.0,3,1.0,614.3333333333334
Kanakpura Road,1150.0,2.0,2.0,40.25,3,1.5,575.0
Chandapura,1230.0,2.0,2.0,31.37,3,1.5,615.0
Kanakpura Road,1703.0,3.0,2.0,130.0,3,1.0,567.6666666666666
Kaval Byrasandra,1125.0,2.0,1.0,41.5,2,1.0,562.5
Battarahalli,1516.0,3.0,3.0,65.0,3,1.0,505.3333333333333
Brookefield,1130.0,2.0,2.0,56.0,2,1.0,565.0
Iblur Village,3596.0,5.0,1.0,279.0,4,0.8,719.2
Hosa Road,1512.0,3.0,2.0,103.0,3,1.0,504.0
Thanisandra,1491.0,3.0,1.0,88.0,3,1.0,497.0
other,1250.0,2.0,2.0,95.0,2,1.0,625.0
Banashankari,1650.0,3.0,2.0,90.75,3,1.0,550.0
Raja Rajeshwari Nagar,1140.0,2.0,1.0,48.7,2,1.0,570.0
other,1200.0,4.0,1.0,110.0,4,1.0,300.0
Kanakpura Road,1100.0,3.0,2.0,56.57,3,1.0,366.6666666666667
Iblur Village,2666.0,4.0,1.0,200.0,3,0.75,666.5
other,1500.0,2.0,1.0,50.0,2,1.0,750.0
Whitefield,1197.0,2.0,1.0,50.0,2,1.0,598.5
other,2400.0,4.0,1.0,170.0,6,1.5,600.0
Gollarapalya Hosahalli,1345.0,3.0,2.0,60.0,3,1.0,448.3333333333333
KR Puram,1200.0,4.0,2.0,100.0,4,1.0,300.0
Bannerghatta Road,3230.0,5.0,0.0,165.0,4,0.8,646.0
other,1260.0,2.0,1.0,95.0,3,1.5,630.0
Sarjapur  Road,2750.0,5.0,1.0,240.0,4,0.8,550.0
9th Phase JP Nagar,1200.0,2.0,0.0,80.0,2,1.0,600.0
other,1650.0,3.0,0.0,52.0,3,1.0,550.0
other,600.0,1.0,0.0,45.0,1,1.0,600.0
Uttarahalli,1025.0,2.0,1.0,35.88,2,1.0,512.5
Hennur Road,973.0,2.0,1.0,56.0,2,1.0,486.5
Balagere,1007.0,2.0,1.0,75.0,2,1.0,503.5
Hosa Road,800.0,1.0,0.0,39.99,1,1.0,800.0
Sarjapur  Road,1830.0,3.0,1.0,119.0,3,1.0,610.0
Nagavara,1077.0,2.0,1.0,50.0,2,1.0,538.5
other,672.0,1.0,1.0,27.0,1,1.0,672.0
other,1280.0,3.0,0.0,87.0,3,1.0,426.6666666666667
Electronics City Phase 1,865.0,2.0,0.0,40.0,2,1.0,432.5
Kalena Agrahara,1000.0,2.0,2.0,33.0,2,1.0,500.0
CV Raman Nagar,1285.0,2.0,2.0,65.0,2,1.0,642.5
Thanisandra,662.0,1.0,1.0,29.0,1,1.0,662.0
Sarjapura - Attibele Road,3750.0,6.0,3.0,295.0,5,0.8333333333333334,625.0
other,1850.0,3.0,3.0,95.0,3,1.0,616.6666666666666
Harlur,1754.0,3.0,2.0,132.0,3,1.0,584.6666666666666
other,1567.0,3.0,1.0,100.0,3,1.0,522.3333333333334
Hoskote,1695.0,3.0,3.0,50.0,3,1.0,565.0
Bellandur,1150.0,2.0,1.0,69.44,2,1.0,575.0
Akshaya Nagar,1690.0,3.0,2.0,85.0,3,1.0,563.3333333333334
other,2350.0,3.0,2.0,210.0,3,1.0,783.3333333333334
other,1057.0,2.0,1.0,65.0,2,1.0,528.5
Hebbal,1320.0,2.0,1.0,91.0,2,1.0,660.0
Bhoganhalli,2119.0,4.0,3.0,111.0,4,1.0,529.75
other,1125.0,2.0,1.0,48.0,2,1.0,562.5
Kanakpura Road,2254.0,3.0,2.0,170.0,3,1.0,751.3333333333334
Balagere,645.0,1.0,1.0,34.18,1,1.0,645.0
Rachenahalli,1050.0,2.0,2.0,52.08,2,1.0,525.0
Panathur,1040.0,2.0,1.0,41.6,2,1.0,520.0
Sarjapur  Road,984.0,2.0,1.0,45.91,2,1.0,492.0
Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.65,2,1.0,570.0
Whitefield,3596.0,3.0,1.0,200.0,3,1.0,1198.6666666666667
other,1365.0,3.0,2.0,54.0,3,1.0,455.0
other,560.0,1.0,0.0,19.0,1,1.0,560.0
Vittasandra,1404.0,2.0,1.0,75.0,2,1.0,702.0
Bellandur,1540.0,4.0,3.0,45.0,4,1.0,385.0
Electronic City,1050.0,2.0,1.0,39.0,3,1.5,525.0
Rachenahalli,1550.0,3.0,3.0,72.5,3,1.0,516.6666666666666
Yelahanka,1653.0,3.0,3.0,93.0,3,1.0,551.0
Parappana Agrahara,1194.0,2.0,2.0,47.0,2,1.0,597.0
other,1471.0,2.0,3.0,75.0,3,1.5,735.5
Kanakpura Road,700.0,2.0,1.0,35.0,2,1.0,350.0
Kudlu Gate,812.0,2.0,1.0,38.25,2,1.0,406.0
8th Phase JP Nagar,1504.0,2.0,2.0,83.0,3,1.5,752.0
Mahadevpura,1450.0,3.0,2.0,75.0,3,1.0,483.3333333333333
Kannamangala,957.0,2.0,2.0,54.5,2,1.0,478.5
Attibele,460.0,1.0,1.0,13.0,1,1.0,460.0
7th Phase JP Nagar,1050.0,2.0,1.0,75.0,2,1.0,525.0
Budigere,1820.0,3.0,2.0,85.0,3,1.0,606.6666666666666
Varthur Road,1033.0,2.0,2.0,32.0,2,1.0,516.5
other,520.0,2.0,0.0,29.0,1,0.5,260.0
OMBR Layout,1165.0,2.0,2.0,88.5,2,1.0,582.5
Gottigere,1280.0,2.0,1.0,61.0,2,1.0,640.0
other,600.0,1.0,0.0,58.0,1,1.0,600.0
Kanakpura Road,1550.0,3.0,3.0,65.1,3,1.0,516.6666666666666
Nagavarapalya,1392.0,2.0,1.0,130.0,2,1.0,696.0
Jigani,1221.0,3.0,3.0,75.0,3,1.0,407.0
other,1000.0,1.0,1.0,19.0,1,1.0,1000.0
other,1300.0,2.0,2.0,60.0,2,1.0,650.0
Hoskote,1065.0,2.0,3.0,31.5,2,1.0,532.5
Yelahanka New Town,1209.0,2.0,3.0,65.0,3,1.5,604.5
Sarjapur  Road,1929.0,4.0,1.0,101.0,3,0.75,482.25
Hennur Road,1255.0,2.0,1.0,84.0,2,1.0,627.5
Jalahalli,1035.0,2.0,1.0,31.05,2,1.0,517.5
Banashankari,1650.0,3.0,2.0,101.0,3,1.0,550.0
Whitefield,1275.0,2.0,3.0,65.0,3,1.5,637.5
Electronic City,1128.0,2.0,1.0,65.58,2,1.0,564.0
Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.55,2,1.0,570.0
Thanisandra,1183.0,2.0,2.0,58.56,2,1.0,591.5
Whitefield,1155.0,2.0,1.0,39.0,2,1.0,577.5
Kengeri,1245.0,2.0,2.0,43.57,3,1.5,622.5
Akshaya Nagar,1000.0,2.0,1.0,38.0,2,1.0,500.0
7th Phase JP Nagar,1040.0,2.0,1.0,75.0,2,1.0,520.0
other,1477.0,2.0,2.0,75.0,3,1.5,738.5
Sarjapur  Road,1525.0,2.0,2.0,65.0,3,1.5,762.5
other,1220.0,2.0,1.0,65.0,2,1.0,610.0
Hebbal,2388.0,3.0,1.0,195.0,3,1.0,796.0
Electronic City,1355.0,2.0,1.0,97.6,2,1.0,677.5
Whitefield,1141.0,2.0,1.0,62.0,2,1.0,570.5
Vijayanagar,1046.0,2.0,0.0,49.06,2,1.0,523.0
Bannerghatta Road,630.0,1.0,2.0,35.0,1,1.0,630.0
Pattandur Agrahara,1247.0,2.0,2.0,62.35,2,1.0,623.5
Marathahalli,3855.0,4.0,3.0,220.0,4,1.0,963.75
other,850.0,2.0,1.0,32.5,2,1.0,425.0
KR Puram,1120.0,2.0,2.0,36.0,2,1.0,560.0
Jakkur,1798.0,3.0,1.0,110.0,3,1.0,599.3333333333334
Bisuvanahalli,1180.0,2.0,1.0,45.0,3,1.5,590.0
Kereguddadahalli,1000.0,2.0,1.0,34.0,2,1.0,500.0
Whitefield,1216.0,2.0,1.0,82.0,2,1.0,608.0
Margondanahalli,900.0,2.0,0.0,65.0,2,1.0,450.0
TC Palaya,1100.0,2.0,0.0,65.0,2,1.0,550.0
Badavala Nagar,1842.0,3.0,2.0,115.0,3,1.0,614.0
Bisuvanahalli,1075.0,2.0,1.0,43.0,3,1.5,537.5
Whitefield,1495.0,3.0,3.0,88.0,2,0.6666666666666666,498.3333333333333
Kanakpura Road,1700.0,3.0,3.0,120.0,3,1.0,566.6666666666666
Whitefield,1564.0,3.0,1.0,103.0,3,1.0,521.3333333333334
other,1256.0,2.0,1.0,65.0,2,1.0,628.0
Kundalahalli,1047.0,2.0,1.0,89.0,2,1.0,523.5
Bhoganhalli,1458.0,3.0,1.0,78.45,3,1.0,486.0
Hoodi,1063.0,2.0,1.0,61.17,2,1.0,531.5
Garudachar Palya,1150.0,2.0,1.0,52.5,2,1.0,575.0
Chandapura,450.0,1.0,1.0,9.0,1,1.0,450.0
Ramamurthy Nagar,1360.0,2.0,0.0,45.0,2,1.0,680.0
Marathahalli,1605.0,3.0,2.0,76.0,3,1.0,535.0
Haralur Road,1810.0,3.0,2.0,100.0,3,1.0,603.3333333333334
other,1250.0,2.0,2.0,48.5,2,1.0,625.0
Poorna Pragna Layout,1475.0,2.0,2.0,58.99,3,1.5,737.5
Dommasandra,850.0,2.0,1.0,25.4,2,1.0,425.0
Electronic City Phase II,1025.0,2.0,1.0,26.65,2,1.0,512.5
Uttarahalli,980.0,2.0,1.0,45.0,2,1.0,490.0
other,1428.0,2.0,1.0,70.0,3,1.5,714.0
JP Nagar,2050.0,3.0,3.0,82.0,3,1.0,683.3333333333334
other,1407.0,2.0,1.0,83.87,2,1.0,703.5
Whitefield,1585.0,3.0,1.0,84.0,3,1.0,528.3333333333334
Jakkur,1785.0,3.0,2.0,130.0,3,1.0,595.0
other,900.0,2.0,3.0,45.0,2,1.0,450.0
Kanakpura Road,1843.0,3.0,2.0,96.2,3,1.0,614.3333333333334
other,1200.0,2.0,1.0,67.0,2,1.0,600.0
Akshaya Nagar,1113.0,2.0,1.0,52.0,2,1.0,556.5
Uttarahalli,1125.0,2.0,1.0,47.0,2,1.0,562.5
Whitefield,1200.0,3.0,1.0,56.0,3,1.0,400.0
Anekal,1150.0,3.0,2.0,45.0,3,1.0,383.3333333333333
Yeshwanthpur,770.0,1.0,1.0,70.0,2,2.0,770.0
Kodichikkanahalli,1181.0,2.0,2.0,57.0,2,1.0,590.5
Kanakpura Road,1550.0,3.0,3.0,64.7,3,1.0,516.6666666666666
Raja Rajeshwari Nagar,1295.0,2.0,2.0,55.47,2,1.0,647.5
Lingadheeranahalli,1506.0,3.0,1.0,95.0,3,1.0,502.0
other,1872.0,3.0,2.0,152.0,3,1.0,624.0
Sarjapur  Road,2900.0,4.0,2.0,240.0,4,1.0,725.0
Abbigere,1326.0,2.0,1.0,35.0,3,1.5,663.0
Talaghattapura,1040.0,2.0,1.0,33.28,2,1.0,520.0
Hennur,1020.0,2.0,1.0,48.0,2,1.0,510.0
other,1400.0,3.0,2.0,90.0,3,1.0,466.6666666666667
other,812.0,1.0,1.0,26.0,1,1.0,812.0
Vidyaranyapura,1100.0,2.0,1.0,54.0,2,1.0,550.0
other,829.0,2.0,1.0,22.8,2,1.0,414.5
Kanakpura Road,1500.0,3.0,1.0,72.99,3,1.0,500.0
Ananth Nagar,850.0,2.0,1.0,25.99,2,1.0,425.0
Kaval Byrasandra,1180.0,2.0,2.0,60.0,2,1.0,590.0
Thigalarapalya,2215.0,4.0,2.0,150.0,3,0.75,553.75
Channasandra,1010.0,2.0,1.0,36.0,2,1.0,505.0
Marathahalli,1350.0,2.0,2.0,60.0,2,1.0,675.0
Talaghattapura,1100.0,2.0,0.0,50.0,2,1.0,550.0
Kanakpura Road,1450.0,2.0,2.0,62.93,3,1.5,725.0
Raja Rajeshwari Nagar,1133.0,2.0,2.0,40.0,2,1.0,566.5
Thanisandra,1564.0,3.0,2.0,100.0,3,1.0,521.3333333333334
other,640.0,1.0,0.0,10.5,2,2.0,640.0
Thigalarapalya,2072.0,4.0,2.0,157.0,3,0.75,518.0
Kanakapura,1460.0,2.0,3.0,51.1,3,1.5,730.0
other,600.0,2.0,1.0,35.0,1,0.5,300.0
Rachenahalli,1050.0,2.0,2.0,52.07,2,1.0,525.0
other,700.0,2.0,1.0,35.0,2,1.0,350.0
TC Palaya,1200.0,3.0,0.0,66.0,3,1.0,400.0
Yelahanka,654.0,1.0,1.0,38.0,1,1.0,654.0
other,1105.0,2.0,2.0,50.0,2,1.0,552.5
Hebbal Kempapura,1800.0,3.0,3.0,150.0,3,1.0,600.0
Kogilu,700.0,1.0,1.0,30.84,1,1.0,700.0
other,1000.0,2.0,1.0,51.0,2,1.0,500.0
HSR Layout,3500.0,5.0,0.0,350.0,5,1.0,700.0
other,1240.0,2.0,1.0,63.0,3,1.5,620.0
Bellandur,1200.0,2.0,3.0,45.0,2,1.0,600.0
Yelahanka New Town,1400.0,2.0,2.0,80.0,3,1.5,700.0
other,1393.0,3.0,2.0,54.0,3,1.0,464.3333333333333
Whitefield,1140.0,2.0,2.0,50.0,2,1.0,570.0
other,1640.0,3.0,2.0,70.0,3,1.0,546.6666666666666
other,1200.0,2.0,0.0,62.0,2,1.0,600.0
Rajaji Nagar,720.0,2.0,2.0,65.0,2,1.0,360.0
Yelenahalli,1650.0,3.0,3.0,68.0,3,1.0,550.0
Nagavara,2496.0,4.0,2.0,125.0,4,1.0,624.0
9th Phase JP Nagar,905.0,2.0,1.0,32.0,2,1.0,452.5
other,1600.0,3.0,1.0,125.0,3,1.0,533.3333333333334
Chikkalasandra,1070.0,2.0,1.0,45.48,2,1.0,535.0
Koramangala,1200.0,2.0,2.0,100.0,2,1.0,600.0
8th Phase JP Nagar,2600.0,4.0,2.0,115.0,4,1.0,650.0
Old Airport Road,1145.0,2.0,2.0,75.0,2,1.0,572.5
other,1495.0,3.0,2.0,55.0,3,1.0,498.3333333333333
other,1400.0,3.0,2.0,53.0,3,1.0,466.6666666666667
Whitefield,1558.0,3.0,2.0,90.0,3,1.0,519.3333333333334
Balagere,1007.0,2.0,1.0,53.0,2,1.0,503.5
Ananth Nagar,902.0,2.0,1.0,25.26,2,1.0,451.0
other,1054.0,2.0,1.0,53.0,2,1.0,527.0
Uttarahalli,1135.0,2.0,3.0,39.73,3,1.5,567.5
Gollarapalya Hosahalli,996.0,2.0,2.0,49.0,2,1.0,498.0
other,1275.0,2.0,2.0,47.0,2,1.0,637.5
NRI Layout,1250.0,2.0,0.0,75.0,2,1.0,625.0
Hennur,2502.0,4.0,2.0,170.0,4,1.0,625.5
other,1394.0,2.0,3.0,52.0,2,1.0,697.0
Haralur Road,1243.0,2.0,2.0,46.0,2,1.0,621.5
Whitefield,1216.0,2.0,1.0,75.0,2,1.0,608.0
other,1075.0,2.0,1.0,57.0,2,1.0,537.5
Indira Nagar,1500.0,3.0,3.0,120.0,3,1.0,500.0
Rayasandra,1708.0,3.0,1.0,76.0,4,1.3333333333333333,569.3333333333334
other,1800.0,4.0,3.0,115.0,3,0.75,450.0
Harlur,1532.0,2.0,1.0,65.0,2,1.0,766.0
Hosa Road,1726.0,3.0,2.0,81.99,3,1.0,575.3333333333334
other,1220.0,2.0,2.0,54.89,2,1.0,610.0
Chikkalasandra,1100.0,2.0,2.0,50.0,2,1.0,550.0
Electronics City Phase 1,1530.0,3.0,3.0,40.0,3,1.0,510.0
Hosa Road,840.0,2.0,1.0,28.0,2,1.0,420.0
Bommanahalli,1250.0,4.0,3.0,39.0,3,0.75,312.5
other,1499.0,3.0,2.0,89.0,3,1.0,499.6666666666667
other,1280.0,2.0,3.0,55.0,3,1.5,640.0
Munnekollal,1170.0,2.0,2.0,59.0,2,1.0,585.0
other,1161.0,2.0,3.0,36.69,2,1.0,580.5
Yelahanka,1633.0,2.0,1.0,72.0,2,1.0,816.5
other,1050.0,2.0,2.0,65.0,2,1.0,525.0
Varthur Road,552.5,1.0,0.0,13.26,1,1.0,552.5
Attibele,418.0,2.0,1.0,11.5,1,0.5,209.0
other,905.0,2.0,2.0,50.0,2,1.0,452.5
Raja Rajeshwari Nagar,1510.0,2.0,2.0,55.0,3,1.5,755.0
Chikkalasandra,1390.0,2.0,3.0,60.47,3,1.5,695.0
Kasturi Nagar,1101.0,2.0,2.0,66.0,2,1.0,550.5
EPIP Zone,2350.0,4.0,2.0,163.0,3,0.75,587.5
other,1056.0,2.0,2.0,55.0,2,1.0,528.0
Kanakpura Road,1425.0,2.0,2.0,49.88,3,1.5,712.5
Electronics City Phase 1,1450.0,3.0,1.0,70.0,3,1.0,483.3333333333333
Pai Layout,1000.0,2.0,2.0,34.0,2,1.0,500.0
Haralur Road,575.0,1.0,1.0,38.0,1,1.0,575.0
Uttarahalli,1350.0,2.0,2.0,47.24,3,1.5,675.0
Kanakpura Road,2000.0,2.0,0.0,180.0,3,1.5,1000.0
other,1770.0,3.0,2.0,90.0,3,1.0,590.0
other,3155.0,3.0,2.0,315.0,3,1.0,1051.6666666666667
Anandapura,616.0,3.0,1.0,45.0,2,0.6666666666666666,205.33333333333334
JP Nagar,745.0,1.0,0.0,34.27,1,1.0,745.0
Kudlu Gate,1547.0,2.0,2.0,103.0,2,1.0,773.5
Panathur,1713.0,3.0,1.0,120.0,3,1.0,571.0
Yeshwanthpur,1856.0,4.0,2.0,180.0,3,0.75,464.0
other,1152.0,2.0,1.0,57.0,2,1.0,576.0
Dodda Nekkundi,1100.0,2.0,1.0,46.75,2,1.0,550.0
Narayanapura,2357.0,3.0,2.0,135.0,3,1.0,785.6666666666666
Akshaya Nagar,1820.0,4.0,2.0,95.0,3,0.75,455.0
Kannamangala,1865.0,3.0,1.0,139.0,3,1.0,621.6666666666666
Kanakpura Road,1240.0,2.0,2.0,65.0,2,1.0,620.0
Padmanabhanagar,1360.0,3.0,1.0,75.0,3,1.0,453.3333333333333
Electronics City Phase 1,1450.0,2.0,2.0,63.51,3,1.5,725.0
Budigere,1139.0,2.0,2.0,72.0,2,1.0,569.5
Begur Road,1565.0,2.0,2.0,56.0,3,1.5,782.5
other,1200.0,2.0,2.0,39.0,2,1.0,600.0
Yeshwanthpur,1855.0,3.0,3.0,140.0,3,1.0,618.3333333333334
Margondanahalli,1100.0,2.0,1.0,55.0,2,1.0,550.0
other,1350.0,2.0,2.0,65.0,3,1.5,675.0
Old Madras Road,2266.0,3.0,2.0,207.0,3,1.0,755.3333333333334
Hosur Road,660.0,1.0,1.0,23.0,1,1.0,660.0
Kambipura,1083.0,2.0,1.0,48.0,3,1.5,541.5
Hennur Road,1232.0,2.0,1.0,83.0,2,1.0,616.0
Raja Rajeshwari Nagar,1550.0,3.0,1.0,86.8,3,1.0,516.6666666666666
Whitefield,1227.0,2.0,2.0,70.0,2,1.0,613.5
Sarjapur  Road,1059.0,2.0,2.0,68.0,2,1.0,529.5
Mahadevpura,1152.0,2.0,1.0,54.0,2,1.0,576.0
Kenchenahalli,870.0,1.0,1.0,45.0,2,2.0,870.0
Panathur,1210.0,2.0,1.0,78.0,2,1.0,605.0
Thanisandra,663.0,1.0,0.0,46.1,1,1.0,663.0
other,1464.0,2.0,1.0,135.0,3,1.5,732.0
Kadubeesanahalli,1365.0,3.0,1.0,80.0,3,1.0,455.0
Whitefield,1704.0,3.0,1.0,120.0,3,1.0,568.0
Kengeri,883.0,2.0,0.0,49.0,2,1.0,441.5
Bisuvanahalli,1080.0,2.0,1.0,45.0,3,1.5,540.0
9th Phase JP Nagar,1073.0,2.0,1.0,52.36,2,1.0,536.5
Rajaji Nagar,3000.0,6.0,3.0,250.0,6,1.0,500.0
other,1300.0,2.0,3.0,32.0,2,1.0,650.0
Thanisandra,662.0,1.0,0.0,45.0,1,1.0,662.0
other,1200.0,2.0,2.0,75.0,2,1.0,600.0
5th Phase JP Nagar,1550.0,3.0,3.0,75.0,3,1.0,516.6666666666666
Banashankari,1310.0,2.0,2.0,80.43,2,1.0,655.0
Sarjapur  Road,1577.0,3.0,2.0,65.0,3,1.0,525.6666666666666
Kodigehaali,1324.0,3.0,2.0,65.0,3,1.0,441.3333333333333
Kothanur,1786.0,2.0,2.0,106.0,3,1.5,893.0
Harlur,1174.0,2.0,1.0,75.0,2,1.0,587.0
other,565.0,1.0,1.0,33.0,1,1.0,565.0
7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3,1.5,700.0
Electronic City,635.0,1.0,1.0,28.0,1,1.0,635.0
8th Phase JP Nagar,1368.0,2.0,1.0,54.71,3,1.5,684.0
Kanakpura Road,1450.0,3.0,3.0,55.0,3,1.0,483.3333333333333
Devanahalli,1045.0,2.0,2.0,48.0,2,1.0,522.5
Electronic City,1128.0,2.0,1.0,65.4,2,1.0,564.0
Bhoganhalli,1125.0,2.0,1.0,54.0,2,1.0,562.5
Whitefield,1195.0,2.0,1.0,62.38,2,1.0,597.5
Kaggadasapura,1350.0,2.0,0.0,105.0,3,1.5,675.0
Domlur,1740.0,3.0,0.0,120.0,3,1.0,580.0
Bommasandra,877.0,2.0,1.0,29.0,2,1.0,438.5
Whitefield,1770.0,4.0,1.0,68.0,3,0.75,442.5
Yelahanka New Town,450.0,1.0,1.0,15.0,1,1.0,450.0
other,1000.0,2.0,1.0,55.0,2,1.0,500.0
Whitefield,1300.0,2.0,2.0,78.0,2,1.0,650.0
Doddathoguru,1300.0,2.0,1.0,42.0,3,1.5,650.0
Abbigere,985.0,2.0,1.0,40.39,2,1.0,492.5
other,1045.0,2.0,2.0,42.0,2,1.0,522.5
other,1250.0,2.0,1.0,62.4,2,1.0,625.0
other,2400.0,4.0,1.0,130.0,3,0.75,600.0
Haralur Road,1194.0,2.0,2.0,46.0,2,1.0,597.0
Kanakpura Road,1420.0,3.0,3.0,68.0,3,1.0,473.3333333333333
other,1720.0,3.0,3.0,83.0,3,1.0,573.3333333333334
Rachenahalli,1530.0,2.0,2.0,74.4,3,1.5,765.0
Anandapura,1200.0,2.0,0.0,66.0,3,1.5,600.0
Whitefield,1570.0,3.0,3.0,88.0,3,1.0,523.3333333333334
Sarjapur  Road,1157.0,2.0,1.0,74.0,3,1.5,578.5
Kanakapura,1120.0,2.0,2.0,39.2,2,1.0,560.0
Kenchenahalli,1150.0,2.0,2.0,60.0,2,1.0,575.0
Hebbal Kempapura,2400.0,5.0,2.0,200.0,5,1.0,480.0
Bannerghatta Road,1215.0,2.0,1.0,68.0,2,1.0,607.5
Bhoganhalli,1444.0,2.0,1.0,75.97,2,1.0,722.0
